task_slug,task_name,category,model,score,avg_input_tokens,avg_output_tokens,wall_sec,n_requests,total_input_tokens,total_output_tokens,avg_latency_ms
hidden-group-operation-obs-learning,hidden_group_operation_obs_learning,Observational Learning,Claude Sonnet 4.6,0.0,,,,,,,
hidden-group-operation-obs-learning,hidden_group_operation_obs_learning,Observational Learning,DeepSeek V3.2,0.25,,,,,,,
hidden-group-operation-obs-learning,hidden_group_operation_obs_learning,Observational Learning,GLM-5,0.0,,,,,,,
hidden-group-operation-obs-learning,hidden_group_operation_obs_learning,Observational Learning,GPT-5.4,0.25,,,,,,,
hidden-group-operation-obs-learning,hidden_group_operation_obs_learning,Observational Learning,GPT-5.4 mini,0.25,,,,,,,
hidden-group-operation-obs-learning,hidden_group_operation_obs_learning,Observational Learning,GPT-5.4 nano,0.0,,,,,,,
hidden-group-operation-obs-learning,hidden_group_operation_obs_learning,Observational Learning,Gemini 2.5 Flash,0.0,,,,,,,
hidden-group-operation-obs-learning,hidden_group_operation_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.0,,,,,,,
hidden-group-operation-obs-learning,hidden_group_operation_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
hidden-group-operation-obs-learning,hidden_group_operation_obs_learning,Observational Learning,Gemma 4 26B A4B,0.0,,,,,,,
hidden-group-operation-obs-learning,hidden_group_operation_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,0.0,,,67.64,0,0,0,
hidden-group-operation-obs-learning,hidden_group_operation_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,0.0,,,,,,,
hidden-matrix-fill-obs-learning,hidden_matrix_fill_obs_learning,Observational Learning,Claude Haiku 4.5,0.0,,,,,,,
hidden-matrix-fill-obs-learning,hidden_matrix_fill_obs_learning,Observational Learning,Claude Opus 4.6,0.0,,,,,,,
hidden-matrix-fill-obs-learning,hidden_matrix_fill_obs_learning,Observational Learning,Claude Sonnet 4.6,0.0,,,,,,,
hidden-matrix-fill-obs-learning,hidden_matrix_fill_obs_learning,Observational Learning,DeepSeek V3.2,0.0,3549.0,135.0,3.71,1,3549,135,2759.0
hidden-matrix-fill-obs-learning,hidden_matrix_fill_obs_learning,Observational Learning,GLM-5,1.0,,,,,,,
hidden-matrix-fill-obs-learning,hidden_matrix_fill_obs_learning,Observational Learning,GPT-5.4,0.0,,,,,,,
hidden-matrix-fill-obs-learning,hidden_matrix_fill_obs_learning,Observational Learning,GPT-5.4 mini,0.0,,,,,,,
hidden-matrix-fill-obs-learning,hidden_matrix_fill_obs_learning,Observational Learning,GPT-5.4 nano,0.0,,,,,,,
hidden-matrix-fill-obs-learning,hidden_matrix_fill_obs_learning,Observational Learning,Gemini 2.5 Flash,0.75,,,,,,,
hidden-matrix-fill-obs-learning,hidden_matrix_fill_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.0,,,,,,,
hidden-matrix-fill-obs-learning,hidden_matrix_fill_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
hidden-matrix-fill-obs-learning,hidden_matrix_fill_obs_learning,Observational Learning,Gemma 4 26B A4B,0.0,,,,,,,
hidden-matrix-fill-obs-learning,hidden_matrix_fill_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,1.0,,,,,,,
hidden-matrix-fill-obs-learning,hidden_matrix_fill_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,1.0,,,,,,,
hidden-modal-logic-kripke-obs-learning,hidden_modal_logic_kripke_obs_learning,Observational Learning,Claude Haiku 4.5,0.375,,,,,,,
hidden-modal-logic-kripke-obs-learning,hidden_modal_logic_kripke_obs_learning,Observational Learning,Claude Opus 4.6,0.625,,,,,,,
hidden-modal-logic-kripke-obs-learning,hidden_modal_logic_kripke_obs_learning,Observational Learning,Claude Sonnet 4.6,0.5,,,,,,,
hidden-modal-logic-kripke-obs-learning,hidden_modal_logic_kripke_obs_learning,Observational Learning,DeepSeek V3.2,1.0,,,,,,,
hidden-modal-logic-kripke-obs-learning,hidden_modal_logic_kripke_obs_learning,Observational Learning,GLM-5,0.0,,,,,,,
hidden-modal-logic-kripke-obs-learning,hidden_modal_logic_kripke_obs_learning,Observational Learning,GPT-5.4,0.5,,,,,,,
hidden-modal-logic-kripke-obs-learning,hidden_modal_logic_kripke_obs_learning,Observational Learning,GPT-5.4 mini,0.25,,,,,,,
hidden-modal-logic-kripke-obs-learning,hidden_modal_logic_kripke_obs_learning,Observational Learning,GPT-5.4 nano,0.375,,,,,,,
hidden-modal-logic-kripke-obs-learning,hidden_modal_logic_kripke_obs_learning,Observational Learning,Gemini 2.5 Flash,0.375,,,,,,,
hidden-modal-logic-kripke-obs-learning,hidden_modal_logic_kripke_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.5,,,,,,,
hidden-modal-logic-kripke-obs-learning,hidden_modal_logic_kripke_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,0.75,,,,,,,
hidden-modal-logic-kripke-obs-learning,hidden_modal_logic_kripke_obs_learning,Observational Learning,Gemma 4 26B A4B,0.25,,,,,,,
hidden-modal-logic-kripke-obs-learning,hidden_modal_logic_kripke_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,0.0,,,,,,,
hidden-modal-logic-kripke-obs-learning,hidden_modal_logic_kripke_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,0.5,,,302.13,0,0,0,
hidden-modal-logic-kripke2-obs-learning,hidden_modal_logic_kripke2_obs_learning,Observational Learning,Claude Haiku 4.5,0.5,,,,,,,
hidden-modal-logic-kripke2-obs-learning,hidden_modal_logic_kripke2_obs_learning,Observational Learning,Claude Opus 4.6,0.625,,,,,,,
hidden-modal-logic-kripke2-obs-learning,hidden_modal_logic_kripke2_obs_learning,Observational Learning,Claude Sonnet 4.6,0.5,,,,,,,
hidden-modal-logic-kripke2-obs-learning,hidden_modal_logic_kripke2_obs_learning,Observational Learning,DeepSeek V3.2,0.375,,,,,,,
hidden-modal-logic-kripke2-obs-learning,hidden_modal_logic_kripke2_obs_learning,Observational Learning,GLM-5,0.0,,,,,,,
hidden-modal-logic-kripke2-obs-learning,hidden_modal_logic_kripke2_obs_learning,Observational Learning,GPT-5.4,0.5,,,,,,,
hidden-modal-logic-kripke2-obs-learning,hidden_modal_logic_kripke2_obs_learning,Observational Learning,GPT-5.4 mini,0.25,,,,,,,
hidden-modal-logic-kripke2-obs-learning,hidden_modal_logic_kripke2_obs_learning,Observational Learning,GPT-5.4 nano,0.375,,,,,,,
hidden-modal-logic-kripke2-obs-learning,hidden_modal_logic_kripke2_obs_learning,Observational Learning,Gemini 2.5 Flash,0.625,,,,,,,
hidden-modal-logic-kripke2-obs-learning,hidden_modal_logic_kripke2_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.5,,,,,,,
hidden-modal-logic-kripke2-obs-learning,hidden_modal_logic_kripke2_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,0.625,,,,,,,
hidden-modal-logic-kripke2-obs-learning,hidden_modal_logic_kripke2_obs_learning,Observational Learning,Gemma 4 26B A4B,0.25,,,,,,,
hidden-modal-logic-kripke2-obs-learning,hidden_modal_logic_kripke2_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,0.5,,,,,,,
hidden-modal-logic-kripke2-obs-learning,hidden_modal_logic_kripke2_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,0.0,,,,,,,
hidden-priority-order-obs-learning,hidden_priority_order_obs_learning,Observational Learning,Claude Haiku 4.5,0.0,,,,,,,
hidden-priority-order-obs-learning,hidden_priority_order_obs_learning,Observational Learning,Claude Opus 4.6,0.75,,,,,,,
hidden-priority-order-obs-learning,hidden_priority_order_obs_learning,Observational Learning,Claude Sonnet 4.6,0.0,,,,,,,
hidden-priority-order-obs-learning,hidden_priority_order_obs_learning,Observational Learning,DeepSeek V3.2,0.0,,,,,,,
hidden-priority-order-obs-learning,hidden_priority_order_obs_learning,Observational Learning,GLM-5,0.0,,,,,,,
hidden-priority-order-obs-learning,hidden_priority_order_obs_learning,Observational Learning,GPT-5.4,0.0,,,,,,,
hidden-priority-order-obs-learning,hidden_priority_order_obs_learning,Observational Learning,GPT-5.4 mini,0.0,,,,,,,
hidden-priority-order-obs-learning,hidden_priority_order_obs_learning,Observational Learning,GPT-5.4 nano,0.0,,,,,,,
hidden-priority-order-obs-learning,hidden_priority_order_obs_learning,Observational Learning,Gemini 2.5 Flash,0.0,,,,,,,
hidden-priority-order-obs-learning,hidden_priority_order_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.5,,,,,,,
hidden-priority-order-obs-learning,hidden_priority_order_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,0.0,,,,,,,
hidden-priority-order-obs-learning,hidden_priority_order_obs_learning,Observational Learning,Gemma 4 26B A4B,0.0,,,,,,,
hidden-priority-order-obs-learning,hidden_priority_order_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,1.0,,,,,,,
hidden-priority-order-obs-learning,hidden_priority_order_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,1.0,,,,,,,
hidden-region-classifier-obs-learning,hidden_region_classifier_obs_learning,Observational Learning,Claude Haiku 4.5,0.6666666666666666,1969.0,143.0,1.83,1,1969,143,995.0
hidden-region-classifier-obs-learning,hidden_region_classifier_obs_learning,Observational Learning,Claude Opus 4.6,0.6666666666666666,,,,,,,
hidden-region-classifier-obs-learning,hidden_region_classifier_obs_learning,Observational Learning,Claude Sonnet 4.6,0.8333333333333334,,,,,,,
hidden-region-classifier-obs-learning,hidden_region_classifier_obs_learning,Observational Learning,DeepSeek V3.2,0.8333333333333334,,,,,,,
hidden-region-classifier-obs-learning,hidden_region_classifier_obs_learning,Observational Learning,GLM-5,1.0,,,,,,,
hidden-region-classifier-obs-learning,hidden_region_classifier_obs_learning,Observational Learning,GPT-5.4,0.8333333333333334,,,,,,,
hidden-region-classifier-obs-learning,hidden_region_classifier_obs_learning,Observational Learning,GPT-5.4 mini,0.8333333333333334,,,,,,,
hidden-region-classifier-obs-learning,hidden_region_classifier_obs_learning,Observational Learning,GPT-5.4 nano,1.0,,,,,,,
hidden-region-classifier-obs-learning,hidden_region_classifier_obs_learning,Observational Learning,Gemini 2.5 Flash,0.6666666666666666,,,,,,,
hidden-region-classifier-obs-learning,hidden_region_classifier_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.8333333333333334,,,,,,,
hidden-region-classifier-obs-learning,hidden_region_classifier_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
hidden-region-classifier-obs-learning,hidden_region_classifier_obs_learning,Observational Learning,Gemma 4 26B A4B,1.0,,,,,,,
hidden-region-classifier-obs-learning,hidden_region_classifier_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,1.0,,,,,,,
hidden-region-classifier-obs-learning,hidden_region_classifier_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,0.6666666666666666,,,,,,,
hidden-state-machine-obs-learning,hidden_state_machine_obs_learning,Observational Learning,Claude Haiku 4.5,0.25,,,,,,,
hidden-state-machine-obs-learning,hidden_state_machine_obs_learning,Observational Learning,Claude Opus 4.6,0.0,,,,,,,
hidden-state-machine-obs-learning,hidden_state_machine_obs_learning,Observational Learning,Claude Sonnet 4.6,0.25,,,,,,,
hidden-state-machine-obs-learning,hidden_state_machine_obs_learning,Observational Learning,DeepSeek V3.2,0.0,,,,,,,
hidden-state-machine-obs-learning,hidden_state_machine_obs_learning,Observational Learning,GLM-5,0.0,,,,,,,
hidden-state-machine-obs-learning,hidden_state_machine_obs_learning,Observational Learning,GPT-5.4,0.0,,,,,,,
hidden-state-machine-obs-learning,hidden_state_machine_obs_learning,Observational Learning,GPT-5.4 mini,0.25,,,,,,,
hidden-state-machine-obs-learning,hidden_state_machine_obs_learning,Observational Learning,GPT-5.4 nano,0.0,1093.0,66.0,1.92,1,1093,66,929.0
hidden-state-machine-obs-learning,hidden_state_machine_obs_learning,Observational Learning,Gemini 2.5 Flash,0.25,,,,,,,
hidden-state-machine-obs-learning,hidden_state_machine_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.25,,,,,,,
hidden-state-machine-obs-learning,hidden_state_machine_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
hidden-state-machine-obs-learning,hidden_state_machine_obs_learning,Observational Learning,Gemma 4 26B A4B,0.25,,,,,,,
hidden-state-machine-obs-learning,hidden_state_machine_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,0.0,,,,,,,
hidden-state-machine-obs-learning,hidden_state_machine_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,0.5,,,,,,,
hidden-token-filter-obs-learning,hidden_token_filter_obs_learning,Observational Learning,Claude Haiku 4.5,0.25,1232.0,119.0,1.87,1,1232,119,876.0
hidden-token-filter-obs-learning,hidden_token_filter_obs_learning,Observational Learning,Claude Opus 4.6,0.25,,,,,,,
hidden-token-filter-obs-learning,hidden_token_filter_obs_learning,Observational Learning,Claude Sonnet 4.6,0.25,,,,,,,
hidden-token-filter-obs-learning,hidden_token_filter_obs_learning,Observational Learning,DeepSeek V3.2,0.25,,,,,,,
hidden-token-filter-obs-learning,hidden_token_filter_obs_learning,Observational Learning,GLM-5,0.75,,,,,,,
hidden-token-filter-obs-learning,hidden_token_filter_obs_learning,Observational Learning,GPT-5.4,0.25,,,,,,,
hidden-token-filter-obs-learning,hidden_token_filter_obs_learning,Observational Learning,GPT-5.4 mini,0.0,,,,,,,
hidden-token-filter-obs-learning,hidden_token_filter_obs_learning,Observational Learning,GPT-5.4 nano,0.0,,,,,,,
hidden-token-filter-obs-learning,hidden_token_filter_obs_learning,Observational Learning,Gemini 2.5 Flash,0.75,,,,,,,
hidden-token-filter-obs-learning,hidden_token_filter_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,0.25,,,,,,,
hidden-token-filter-obs-learning,hidden_token_filter_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
hidden-token-filter-obs-learning,hidden_token_filter_obs_learning,Observational Learning,Gemma 4 26B A4B,0.0,,,,,,,
hidden-token-filter-obs-learning,hidden_token_filter_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,0.0,,,,,,,
hidden-token-filter-obs-learning,hidden_token_filter_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,0.75,,,,,,,
inhibitory-summation-assoc-learning,inhibitory_summation_assoc_learning,Associative Learning,Claude Haiku 4.5,0.25,,,,,,,
inhibitory-summation-assoc-learning,inhibitory_summation_assoc_learning,Associative Learning,Claude Opus 4.6,0.5,1422.0,184.0,4.25,1,1422,184,3218.0
inhibitory-summation-assoc-learning,inhibitory_summation_assoc_learning,Associative Learning,Claude Sonnet 4.6,0.75,,,,,,,
inhibitory-summation-assoc-learning,inhibitory_summation_assoc_learning,Associative Learning,DeepSeek V3.2,0.625,,,,,,,
inhibitory-summation-assoc-learning,inhibitory_summation_assoc_learning,Associative Learning,GLM-5,0.75,,,,,,,
inhibitory-summation-assoc-learning,inhibitory_summation_assoc_learning,Associative Learning,GPT-5.4,0.5,,,,,,,
inhibitory-summation-assoc-learning,inhibitory_summation_assoc_learning,Associative Learning,GPT-5.4 mini,0.375,,,,,,,
inhibitory-summation-assoc-learning,inhibitory_summation_assoc_learning,Associative Learning,GPT-5.4 nano,0.625,,,,,,,
inhibitory-summation-assoc-learning,inhibitory_summation_assoc_learning,Associative Learning,Gemini 2.5 Flash,0.625,,,,,,,
inhibitory-summation-assoc-learning,inhibitory_summation_assoc_learning,Associative Learning,Gemini 3.1 Flash-Lite Preview,0.375,,,,,,,
inhibitory-summation-assoc-learning,inhibitory_summation_assoc_learning,Associative Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
inhibitory-summation-assoc-learning,inhibitory_summation_assoc_learning,Associative Learning,Gemma 4 26B A4B,0.5,,,,,,,
inhibitory-summation-assoc-learning,inhibitory_summation_assoc_learning,Associative Learning,Qwen 3 Next 80B Instruct,0.625,,,,,,,
inhibitory-summation-assoc-learning,inhibitory_summation_assoc_learning,Associative Learning,Qwen 3 Next 80B Thinking,0.625,,,,,,,
interleave-reverse-concept-learning,interleave_reverse_concept_learning,Concept Formation,Claude Haiku 4.5,0.0,,,,,,,
interleave-reverse-concept-learning,interleave_reverse_concept_learning,Concept Formation,Claude Opus 4.6,0.0,,,,,,,
interleave-reverse-concept-learning,interleave_reverse_concept_learning,Concept Formation,Claude Sonnet 4.6,0.0,,,,,,,
interleave-reverse-concept-learning,interleave_reverse_concept_learning,Concept Formation,DeepSeek V3.2,0.0,,,,,,,
interleave-reverse-concept-learning,interleave_reverse_concept_learning,Concept Formation,GLM-5,1.0,,,,,,,
interleave-reverse-concept-learning,interleave_reverse_concept_learning,Concept Formation,GPT-5.4,0.0,,,,,,,
interleave-reverse-concept-learning,interleave_reverse_concept_learning,Concept Formation,GPT-5.4 mini,0.0,,,,,,,
interleave-reverse-concept-learning,interleave_reverse_concept_learning,Concept Formation,GPT-5.4 nano,0.0,,,,,,,
interleave-reverse-concept-learning,interleave_reverse_concept_learning,Concept Formation,Gemini 2.5 Flash,1.0,443.5,69.5,35.07,2,887,139,16997.5
interleave-reverse-concept-learning,interleave_reverse_concept_learning,Concept Formation,Gemini 3.1 Flash-Lite Preview,0.0,,,,,,,
interleave-reverse-concept-learning,interleave_reverse_concept_learning,Concept Formation,Gemini 3.1 Pro Preview,1.0,,,,,,,
interleave-reverse-concept-learning,interleave_reverse_concept_learning,Concept Formation,Gemma 4 26B A4B,0.0,,,,,,,
interleave-reverse-concept-learning,interleave_reverse_concept_learning,Concept Formation,Qwen 3 Next 80B Instruct,0.0,,,,,,,
interleave-reverse-concept-learning,interleave_reverse_concept_learning,Concept Formation,Qwen 3 Next 80B Thinking,1.0,,,,,,,
kelstran-tone-lang-learning,kelstran_tone_lang_learning,Language Learning,Claude Haiku 4.5,0.2,3776.2,287.2,48.01,17,64195,4882,2584.8
kelstran-tone-lang-learning,kelstran_tone_lang_learning,Language Learning,Claude Opus 4.6,0.4,,,,,,,
kelstran-tone-lang-learning,kelstran_tone_lang_learning,Language Learning,Claude Sonnet 4.6,0.0,,,,,,,
kelstran-tone-lang-learning,kelstran_tone_lang_learning,Language Learning,DeepSeek V3.2,0.48,,,,,,,
kelstran-tone-lang-learning,kelstran_tone_lang_learning,Language Learning,GLM-5,0.92,,,,,,,
kelstran-tone-lang-learning,kelstran_tone_lang_learning,Language Learning,GPT-5.4,0.72,,,,,,,
kelstran-tone-lang-learning,kelstran_tone_lang_learning,Language Learning,GPT-5.4 mini,0.22,,,,,,,
kelstran-tone-lang-learning,kelstran_tone_lang_learning,Language Learning,GPT-5.4 nano,0.0,,,,,,,
kelstran-tone-lang-learning,kelstran_tone_lang_learning,Language Learning,Gemini 2.5 Flash,0.48,,,,,,,
kelstran-tone-lang-learning,kelstran_tone_lang_learning,Language Learning,Gemini 3.1 Flash-Lite Preview,0.5,,,,,,,
kelstran-tone-lang-learning,kelstran_tone_lang_learning,Language Learning,Gemini 3.1 Pro Preview,0.8400000000000001,,,,,,,
kelstran-tone-lang-learning,kelstran_tone_lang_learning,Language Learning,Gemma 4 26B A4B,0.0,,,,,,,
